title,price,location,society,bedrooms,bathrooms,size,rating,url,contact_info,description,listing_date,source_file
Centrally Located House Available In Citi Housing Phase 1 - Block B For sale,PKR 9.9 Crore,"Citi Housing Sargodha Road - Block B, Citi Housing Sargodha Road",Citi Housing Sargodha Road,6,7,2.1 Kanal,N/A,https://www.zameen.com/Property/citi_housing_sargodha_road_citi_housing_sargodha_road_-_block_b_centrally_located_house_available_in_citi_housing_phase_1_-_block_b_for_sale-53046312-14610-1.html,"Phone Available, WhatsApp Available, Email Available",It's the best time for investment i,Added: 3 weeks ago,house-543.html
Beautiful 5.5 Marla Double-Storey House For Sale Lasani Town,PKR 2 Crore,"Lasani Town, Faisalabad",Faisalabad,5,5,5.5 Marla,N/A,https://www.zameen.com/Property/faisalabad_lasani_town_beautiful_5_5_marla_double-storey_house_for_sale_lasani_town-53046295-420-1.html,"Phone Available, WhatsApp Available, Email Available",Beautiful 5.5 Marla Double-Story Ho,Added: 3 weeks ago,house-544.html
"1 Kanal Lavish House For Sale Citi Housing, Sargodha Road, Faisalabad",PKR 8.5 Crore,"Citi Housing, Faisalabad",Faisalabad,5,6,1 Kanal,N/A,https://www.zameen.com/Property/faisalabad_citi_housing_1_kanal_lavish_house_for_sale_citi_housing_sargodha_road_faisalabad-53046293-8358-1.html,"Phone Available, WhatsApp Available, Email Available",1 Kanal Lavish House for Sale Citi,Added: 3 weeks ago,house-545.html
5 Marla Beautiful House For Sale,PKR 1.4 Crore,"Citi Housing Samundri Road, Citi Housing",Citi Housing,3,4,5 Marla,N/A,https://www.zameen.com/Property/citi_housing_citi_housing_samundri_road_5_marla_beautiful_house_for_sale-53046291-11230-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla Dual Story Very Beautiful H,Added: 3 weeks ago,house-546.html
"10 Marla Park-Facing House for Sale Citi Housing, Sargodha Road, Faisalabad (B Block)",PKR 3.15 Crore,"Citi Housing, Faisalabad",Faisalabad,5,6,10 Marla,N/A,https://www.zameen.com/Property/faisalabad_citi_housing_10_marla_park-facing_house_for_sale_citi_housing_sargodha_road_faisalabad_b_block-53046290-8358-1.html,"Phone Available, WhatsApp Available, Email Available",**10 Marla Park-Facing House for Sa,Added: 3 weeks ago,house-547.html
"**Lavish 2 Kanal House for Sale Citi Housing, Sargodha Road, Faisalabad**",PKR 16 Crore,"Citi Housing, Faisalabad",Faisalabad,5,6,2 Kanal,N/A,https://www.zameen.com/Property/faisalabad_citi_housing_lavish_2_kanal_house_for_sale_citi_housing_sargodha_road_faisalabad-53046289-8358-1.html,"Phone Available, WhatsApp Available, Email Available",**Lavish 2 Kanal House for Sale Cit,Added: 3 weeks ago,house-548.html
"5 Marla Double Storey House For Sale Citi Housing, Sargodha Road, Faisalabad**",PKR 1.45 Crore,"Citi Housing Sargodha Road - Block C, Citi Housing Sargodha Road",Citi Housing Sargodha Road,4,5,5 Marla,N/A,https://www.zameen.com/Property/citi_housing_sargodha_road_citi_housing_sargodha_road_-_block_c_5_marla_double_storey_house_for_sale_citi_housing_sargodha_road_faisalabad-53046286-14611-1.html,"Phone Available, WhatsApp Available, Email Available",### 5 Marla dual story House For sa,Added: 3 weeks ago,house-549.html
12 Marla New House Very Beautiful Just 1month Ground Floor Used And 1st Floor Totally Untouched,PKR 5.75 Crore,"Eden Valley, Faisalabad",Faisalabad,5,6,12 Marla,Titanium,https://www.zameen.com/Property/faisalabad_eden_valley_12_marla_new_house_very_beautiful_just_1month_ground_floor_used_and_1st_floor_totally_untouched-53055874-8917-1.html,"Phone Available, WhatsApp Available, Email Available","Near Market, Beautiful House The gr",Added: 3 weeks ago,house-55.html
"Corner Dual-Storey House For Sale Citi Housing, Sargodha Road, Faisalabad",PKR 2.3 Crore,"Citi Housing Sargodha Road - Block C, Citi Housing Sargodha Road",Citi Housing Sargodha Road,4,5,5.8 Marla,N/A,https://www.zameen.com/Property/citi_housing_sargodha_road_citi_housing_sargodha_road_-_block_c_corner_dual-storey_house_for_sale_citi_housing_sargodha_road_faisalabad-53046285-14611-1.html,"Phone Available, WhatsApp Available, Email Available",Corner Dual-Story House for Sale Ci,Added: 3 weeks ago,house-550.html
10 Marla Double Storey New Brand Luxury House For Sale In Eden Orchard Sargodha,PKR 5 Crore,"Eden Orchard, Faisalabad",Faisalabad,5,6,10 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_10_marla_double_storey_new_brand_luxury_house_for_sale_in_eden_orchard_sargodha-52693418-11162-1.html,"Phone Available, WhatsApp Available, Email Available",5 Bedrooms With Luxury Attached Was,Added: 3 weeks ago,house-551.html
11 Marla Double Storey Lavish Styles House Available For Sale In Eden Orchard Sargodha Road Faisalabad,PKR 4.5 Crore,"Eden Orchard, Faisalabad",Faisalabad,4,5,11 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_11_marla_double_storey_lavish_styles_house_available_for_sale_in_eden_orchard_sargodha_road_faisalabad-52557047-11162-1.html,"Phone Available, WhatsApp Available, Email Available",11 marla 1.5 story luxury house ava,Added: 3 weeks ago,house-552.html
5 Marla Double Storey House Available For Sale In Muslim Town 1 Sargodha Road Faisalabad,PKR 1.75 Crore,"Muslim Town, Faisalabad",Faisalabad,4,5,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_muslim_town_5_marla_double_storey_house_available_for_sale_in_muslim_town_1_sargodha_road_faisalabad-52816487-1156-1.html,"Phone Available, WhatsApp Available, Email Available",5 Bedroom With Attached Washrooms,Added: 3 weeks ago,house-553.html
5 Marla Double Storey Double Height House Available For Sale In Eden Orchard Sargodha Road Faisalabad,PKR 1.9 Crore,"Eden Orchard, Faisalabad",Faisalabad,3,4,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_5_marla_double_storey_double_height_house_available_for_sale_in_eden_orchard_sargodha_road_faisalabad-52816483-11162-1.html,"Phone Available, WhatsApp Available, Email Available",3bedrooms with attached washrooms,Added: 3 weeks ago,house-554.html
5 Marla Brand New Spanish Style House For Sale In Green Valley Samundari Road,PKR 2.4 Crore,"Samundari Road, Faisalabad",Faisalabad,4,4,5 Marla,Titanium,https://www.zameen.com/Property/faisalabad_samundari_road_5_marla_brand_new_spanish_style_house_for_sale_in_green_valley_samundari_road-53022675-1080-1.html,"Phone Available, WhatsApp Available, Email Available",""" 5 Marla Brand New Spanish Style h",Added: 3 weeks ago,house-555.html
3.7 Marla 2 Storey House For Sale In Omar Housing Society Satyana Road Faisalabad,PKR 1.45 Crore,"Satiana Road, Faisalabad",Faisalabad,4,4,3.6 Marla,N/A,https://www.zameen.com/Property/faisalabad_satiana_road_3_7_marla_2_storey_house_for_sale_in_omar_housing_society_satyana_road_faisalabad-53041536-534-1.html,"Phone Available, WhatsApp Available, Email Available",What more we can say about it is gi,Added: 3 weeks ago,house-556.html
5 Marla 2 Storey House For Sale In TNT Colony Satiyana Road Faisalabad,PKR 1.4 Crore,"TECH Town (TNT Colony), Satiana Road",Satiana Road,5,5,5 Marla,N/A,https://www.zameen.com/Property/satiana_road_tech_town_tnt_colony_5_marla_2_storey_house_for_sale_in_tnt_colony_satiyana_road_faisalabad-53041535-419-1.html,"Phone Available, WhatsApp Available, Email Available",The future outlook of the House is,Added: 3 weeks ago,house-557.html
2.5 Marla 2 Storey House For Sale In Muhammad Abad Satiana Road Faisalabad,PKR 95 Lakh,"Muhammad Abad, Satiana Road",Satiana Road,3,3,2.5 Marla,N/A,https://www.zameen.com/Property/satiana_road_muhammad_abad_2_5_marla_2_storey_house_for_sale_in_muhammad_abad_satiana_road_faisalabad-53041531-13828-1.html,"Phone Available, WhatsApp Available, Email Available",2.5 Marla 2 Story House For Sale In,Added: 3 weeks ago,house-558.html
"House In Sitara Gold City ""Satiana Road""",PKR 2.55 Crore,"Sitara Gold City, Satiana Road",Satiana Road,6,6,5 Marla,N/A,https://www.zameen.com/Property/satiana_road_sitara_gold_city_house_in_sitara_gold_city_satiana_road-53041534-10822-1.html,"Phone Available, WhatsApp Available, Email Available","Designer "" 6 Corner "" 
 
 Sitara Go",Added: 3 weeks ago,house-559.html
5 Marla Brand New House For Sale in Eden Executive,PKR 2.25 Crore,"Eden Executive, Eden Gardens",Eden Gardens,3,4,5 Marla,N/A,https://www.zameen.com/Property/eden_gardens_eden_executive_5_marla_brand_new_house_for_sale_in_eden_executive-53135408-10765-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla Brand New Luxury House For,Added: 3 days ago,house-56.html
5 Marla 2 Storey House For Sale In TNT Colony Satiana Road Faisalabad,PKR 1.35 Crore,"TECH Town (TNT Colony), Satiana Road",Satiana Road,5,4,5 Marla,N/A,https://www.zameen.com/Property/satiana_road_tech_town_tnt_colony_5_marla_2_storey_house_for_sale_in_tnt_colony_satiana_road_faisalabad-53041532-419-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla 2 Storey House For Sale In,Added: 3 weeks ago,house-560.html
5 Marla 2 Storey House For Sale In Punjab Housing Satiana Road Faisalabad,PKR 1.55 Crore,"Punjab Govt Servants Housing Foundation, Faisalabad",Faisalabad,4,3,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_punjab_govt_servants_housing_foundation_5_marla_2_storey_house_for_sale_in_punjab_housing_satiana_road_faisalabad-53041530-8548-1.html,"Phone Available, WhatsApp Available, Email Available",Choose The Best Property Option For,Added: 3 weeks ago,house-561.html
4 Marla 2 Storey House For Sale In Rabbani Colony Satiana Road Faisalabad,PKR 1.1 Crore,"Rabbani Colony, Faisalabad",Faisalabad,4,3,4 Marla,N/A,https://www.zameen.com/Property/faisalabad_rabbani_colony_4_marla_2_storey_house_for_sale_in_rabbani_colony_satiana_road_faisalabad-53041526-5028-1.html,"Phone Available, WhatsApp Available, Email Available",The spacious property for sale come,Added: 3 weeks ago,house-562.html
5 Marla 2 Storey Brand New House For Sale In Satiana Road Faisalabad,PKR 1.48 Crore,"Satiana Road, Faisalabad",Faisalabad,4,3,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_satiana_road_5_marla_2_storey_brand_new_house_for_sale_in_satiana_road_faisalabad-53041525-534-1.html,"Phone Available, WhatsApp Available, Email Available",We are here to help you buy your dr,Added: 3 weeks ago,house-563.html
17 Marla 2 Storey New House For Sale In People'S Colony No 1 Luxury House Soled Construction,PKR 9.45 Crore,"Peoples Colony No 1, Faisalabad",Faisalabad,6,6,17 Marla,N/A,https://www.zameen.com/Property/faisalabad_peoples_colony_no_1_17_marla_2_storey_new_house_for_sale_in_people_s_colony_no_1_luxury_house_soled_construction-53041473-535-1.html,"Phone Available, WhatsApp Available, Email Available",If you're thinking of moving to Peo,Added: 3 weeks ago,house-564.html
4 Marla 2 Storey Brand New Luxury House For Sale Al Najaf Colony Jaranwala Road Faisalabad,PKR 1.85 Crore,"Al Najaf Colony, Faisalabad",Faisalabad,5,5,4 Marla,N/A,https://www.zameen.com/Property/faisalabad_al_najaf_colony_4_marla_2_storey_brand_new_luxury_house_for_sale_al_najaf_colony_jaranwala_road_faisalabad-53041472-4902-1.html,"Phone Available, WhatsApp Available, Email Available",4 Marla 2 Storey Brand New Luxury H,Added: 3 weeks ago,house-565.html
5 Marla 2 Storey House For Sale In Garden Colony Satyana Road Faisalabad,PKR 1.75 Crore,"Satiana Road, Faisalabad",Faisalabad,5,5,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_satiana_road_5_marla_2_storey_house_for_sale_in_garden_colony_satyana_road_faisalabad-53041464-534-1.html,"Phone Available, WhatsApp Available, Email Available","With this House in Satiana Road, yo",Added: 3 weeks ago,house-566.html
7 Marla 2 Story House For Sale In Officer Colony 2 Luxury House,PKR 2.75 Crore,"Officers Colony 2, Faisalabad",Faisalabad,5,5,7 Marla,N/A,https://www.zameen.com/Property/faisalabad_officers_colony_2_7_marla_2_story_house_for_sale_in_officer_colony_2_luxury_house-53041448-15304-1.html,"Phone Available, WhatsApp Available, Email Available",7 Marla 2 story House for sale in O,Added: 3 weeks ago,house-567.html
5 Marla 2 Storey House For Sale In Model City 1 Canal Road Faisalabad,PKR 1.8 Crore,"Canal Road, Faisalabad",Faisalabad,5,5,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_canal_road_5_marla_2_storey_house_for_sale_in_model_city_1_canal_road_faisalabad-53041442-1140-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla 2 Story House For Sale In M,Added: 3 weeks ago,house-568.html
5 Marla 2 Storey House For Sale In Gulshan E Rehman Colony Satiana Road Faisalabad,PKR 1.38 Crore,"Satiana Road, Faisalabad",Faisalabad,4,4,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_satiana_road_5_marla_2_storey_house_for_sale_in_gulshan_e_rehman_colony_satiana_road_faisalabad-53041426-534-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla 2 Story House For Sale In G,Added: 3 weeks ago,house-569.html
Brand New house,PKR 95 Lakh,"Rehman Gardens - Executive Block, Rehman Gardens",Rehman Gardens,4,4,2 Marla,N/A,https://www.zameen.com/Property/rehman_gardens_rehman_gardens_-_executive_block_brand_new_house-53091812-21703-1.html,"Phone Available, Email Available","Gas ka meter nahi laga
 Double kitc",Added: 5 days ago,house-57.html
16 Marla House Used Very Good Condition,PKR 7.5 Crore,"Canal Road, Faisalabad",Faisalabad,5,6,16 Marla,Titanium,https://www.zameen.com/Property/faisalabad_canal_road_16_marla_house_used_very_good_condition-53041346-1140-1.html,"Phone Available, WhatsApp Available, Email Available","16 Marla House For Sale
 Canal Road",Added: 3 weeks ago,house-570.html
15 Marla House Used 5 Years Canal Road Society,PKR 8.5 Crore,"Canal Road, Faisalabad",Faisalabad,5,6,15 Marla,Titanium,https://www.zameen.com/Property/faisalabad_canal_road_15_marla_house_used_5_years_canal_road_society-53041344-1140-1.html,"Phone Available, WhatsApp Available, Email Available",15 Marla Beautiful House Is Availab,Added: 3 weeks ago,house-571.html
6 Marla Brand New House Eden Valley,PKR 2.5 Crore,"Eden Valley, Faisalabad",Faisalabad,4,5,6 Marla,Titanium,https://www.zameen.com/Property/faisalabad_eden_valley_6_marla_brand_new_house_eden_valley-53041343-8917-1.html,"Phone Available, WhatsApp Available, Email Available","4. . . Bed Attach Bath
 TV. Lounge",Added: 3 weeks ago,house-572.html
House Of 15 Marla For Sale In Canal Road,PKR 7.5 Crore,"Canal Road, Faisalabad",Faisalabad,5,6,15 Marla,Titanium,https://www.zameen.com/Property/faisalabad_canal_road_house_of_15_marla_for_sale_in_canal_road-53041342-1140-1.html,"Phone Available, WhatsApp Available, Email Available",15 Marla Boundary Wall Society Cana,Added: 3 weeks ago,house-573.html
15 Marla House Abdullah Gardens Canal Road,PKR 7.5 Crore,"Abdullah Gardens, East Canal Road",East Canal Road,5,6,15 Marla,Titanium,https://www.zameen.com/Property/east_canal_road_abdullah_gardens_15_marla_house_abdullah_gardens_canal_road-53041336-4890-1.html,"Phone Available, WhatsApp Available, Email Available","15 Marla House 
 Abdullah Gardens",Added: 3 weeks ago,house-574.html
20 Marla Brand New House Self Construction,PKR 8.5 Crore,"Wapda City, Faisalabad",Faisalabad,5,6,1 Kanal,Titanium,https://www.zameen.com/Property/faisalabad_wapda_city_20_marla_brand_new_house_self_construction-53041339-501-1.html,"Phone Available, WhatsApp Available, Email Available",The metropolis of Wapda City is off,Added: 3 weeks ago,house-575.html
Beautiful House Available For Sale,PKR 2.25 Crore,"Bukhari Town, Jaranwala Road",Jaranwala Road,5,6,10 Marla,N/A,https://www.zameen.com/Property/jaranwala_road_bukhari_town_beautiful_house_available_for_sale-53041256-13007-1.html,"Phone Available, WhatsApp Available, Email Available",Beautiful house available for,Added: 3 weeks ago,house-576.html
Beautiful House Available For Sale,PKR 90 Lakh,"Al Noor Garden, Faisalabad",Faisalabad,3,4,2 Marla,N/A,https://www.zameen.com/Property/faisalabad_al_noor_garden_beautiful_house_available_for_sale-53041255-8916-1.html,"Phone Available, WhatsApp Available, Email Available",The Al Noor Garden has a high deman,Added: 3 weeks ago,house-577.html
6.2 Marla Solid House Used And Fresh House Rented On 65k Per Month Rent Income,PKR 1.75 Crore,"Sargodha Road, Faisalabad",Faisalabad,5,6,6 Marla,Titanium,https://www.zameen.com/Property/faisalabad_sargodha_road_6_2_marla_solid_house_used_and_fresh_house_rented_on_65k_per_month_rent_income-53041203-768-1.html,"Phone Available, WhatsApp Available, Email Available","When it comes to housing, location",Added: 3 weeks ago,house-578.html
5 Marla Beautiful House Available For Sale Edan Valley,PKR 2 Crore,"Canal Road, Faisalabad",Faisalabad,3,4,5 Marla,Titanium,https://www.zameen.com/Property/faisalabad_canal_road_5_marla_beautiful_house_available_for_sale_edan_valley-53041201-1140-1.html,"Phone Available, WhatsApp Available, Email Available",Be a proud owner of the 5 Marla pro,Added: 3 weeks ago,house-579.html
Farm House Available For Sale Near ByPass Sammandri Road Faisalabad,PKR 3 Crore,"Samundari Road, Faisalabad",Faisalabad,2,2,1.5 Kanal,N/A,https://www.zameen.com/Property/faisalabad_samundari_road_farm_house_available_for_sale_near_bypass_sammandri_road_faisalabad-53125021-1080-1.html,"Phone Available, WhatsApp Available, Email Available",Ideal Location For Family Environme,Added: 4 days ago,house-58.html
2.25 Marla New House For Sale In Gulberg Velly Lower Canal Road Faisalabad,PKR 65 Lakh,"Gulberg Valley, Faisalabad",Faisalabad,2,3,2.3 Marla,N/A,https://www.zameen.com/Property/faisalabad_gulberg_valley_2_25_marla_new_house_for_sale_in_gulberg_velly_lower_canal_road_faisalabad-53041170-10823-1.html,"Phone Available, WhatsApp Available, Email Available",2.25 Marla New House For Sale In Gu,Added: 3 weeks ago,house-580.html
Beautiful New House,PKR 3.75 Crore,"Divine Enclave, Canal Road",Canal Road,4,5,7 Marla,N/A,https://www.zameen.com/Property/canal_road_divine_enclave_beautiful_new_house-52946323-21698-1.html,"Phone Available, WhatsApp Available, Email Available",Designer house for Sale Very reason,Added: 3 weeks ago,house-581.html
Brand New Beautiful House For Sale,PKR 3.1 Crore,"Divine Enclave, Canal Road",Canal Road,4,5,6 Marla,N/A,https://www.zameen.com/Property/canal_road_divine_enclave_brand_new_beautiful_house_for_sale-52946315-21698-1.html,"Phone Available, WhatsApp Available, Email Available",6 Marla Brand New House Available F,Added: 3 weeks ago,house-582.html
Brand New House Is Available For Sale,PKR 1.1 Crore,"Rehman Gardens - Executive Block, Rehman Gardens",Rehman Gardens,3,4,3 Marla,N/A,https://www.zameen.com/Property/rehman_gardens_rehman_gardens_-_executive_block_brand_new_house_is_available_for_sale-53030804-21703-1.html,"Phone Available, Email Available",A number of for sale properties are,Added: 3 weeks ago,house-583.html
5 Marla Double Storey With Basement,PKR 2.1 Crore,"Lasani Garden, Faisalabad",Faisalabad,4,5,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_lasani_garden_5_marla_double_storey_with_basement-53030814-4984-1.html,"Phone Available, Email Available","Store room 
 Garage 
 Basement 
 Al",Added: 3 weeks ago,house-584.html
3 Marla Double Storey Brand New House,PKR 1.1 Crore,"Gulberg Valley, Faisalabad",Faisalabad,3,4,3 Marla,N/A,https://www.zameen.com/Property/faisalabad_gulberg_valley_3_marla_double_storey_brand_new_house-53013586-10823-1.html,"Phone Available, WhatsApp Available, Email Available",3 Marla double story Brand new Hous,Added: 3 weeks ago,house-585.html
2.5 Marla Double Story Ghar Sui Gas Lagi Hy 2 Wapta Metar,PKR 82 Lakh,"Bilal Garden, Lower Canal Road",Lower Canal Road,3,4,2.5 Marla,N/A,https://www.zameen.com/Property/lower_canal_road_bilal_garden_2_5_marla_double_story_ghar_sui_gas_lagi_hy_2_wapta_metar-53013591-13006-1.html,"Phone Available, WhatsApp Available, Email Available",Double story 2.5 Marla Gas Bijli ma,Added: 3 weeks ago,house-586.html
House Of 4 Marla In Satiana Road For Sale,PKR 1.3 Crore,"Satiana Road, Faisalabad",Faisalabad,N/A,N/A,4 Marla,N/A,https://www.zameen.com/Property/faisalabad_satiana_road_house_of_4_marla_in_satiana_road_for_sale-53013595-534-1.html,"Phone Available, WhatsApp Available, Email Available",A price of PKR Rs. 13000000is an at,Added: 3 weeks ago,house-587.html
3 Marla Beautiful House Gulberg Valley Lower Canal Jaranwala Road,PKR 98 Lakh,"Gulberg Valley, Faisalabad",Faisalabad,4,5,3 Marla,N/A,https://www.zameen.com/Property/faisalabad_gulberg_valley_3_marla_beautiful_house_gulberg_valley_lower_canal_jaranwala_road-53013599-10823-1.html,"Phone Available, WhatsApp Available, Email Available","Brand New Double store House 
 4 Ba",Added: 3 weeks ago,house-588.html
5 Marla 2nd Story Brand New House For Sale In Sitara Gold City Satyana Road Faisalabad,PKR 2.35 Crore,"Satiana Road, Faisalabad",Faisalabad,5,5,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_satiana_road_5_marla_2nd_story_brand_new_house_for_sale_in_sitara_gold_city_satyana_road_faisalabad-53040967-534-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla 2 story Brand New House for,Added: 3 weeks ago,house-589.html
Brand New House,PKR 2.8 Crore,"Riaz Ul Jannah - Umer Block, Riaz ul Jannah",Riaz ul Jannah,4,5,5 Marla,N/A,https://www.zameen.com/Property/riaz_ul_jannah_riaz_ul_jannah_-_umer_block_brand_new_house-53030812-18504-1.html,"Phone Available, Email Available","4 Bed Room Attached Bath
 2 Tv Loun",Added: 5 days ago,house-59.html
LUXURY HOUSE FOR SALE,PKR 14 Crore,"Abdullah Gardens, East Canal Road",East Canal Road,6,7,1 Kanal,N/A,https://www.zameen.com/Property/east_canal_road_abdullah_gardens_luxury_house_for_sale-53010349-4890-1.html,"Phone Available, WhatsApp Available, Email Available","FULL FURNISHED HOUSE FOR SALE 
 BES",Added: 3 weeks ago,house-590.html
2.5 Marla Double Storey House For Sale In SMD Homes Lassani Puli Eden Orchard Sargodha Road Faisalabad,PKR 75 Lakh,"SMD Homes, Faisalabad",Faisalabad,3,4,2.5 Marla,N/A,https://www.zameen.com/Property/faisalabad_smd_homes_2_5_marla_double_storey_house_for_sale_in_smd_homes_lassani_puli_eden_orchard_sargodha_road_faisalabad-52998780-12152-1.html,"Phone Available, WhatsApp Available, Email Available",3 Bedrooms With Attached Washroom,Added: 3 weeks ago,house-591.html
7 Marla Double Height Double Storey Brand New House Available For Sale In Eden Orchard Sargodha Road Fsd,PKR 3.5 Crore,"Eden Orchard, Faisalabad",Faisalabad,4,5,7 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_7_marla_double_height_double_storey_brand_new_house_available_for_sale_in_eden_orchard_sargodha_road_fsd-52998785-11162-1.html,"Phone Available, WhatsApp Available, Email Available",4 master bedroom with attached bath,Added: 3 weeks ago,house-592.html
14 Marla Like New 1.5 Storey House Available For Sale In Muslim Town 1 Sargodha Road Lasani Pulli,PKR 3.5 Crore,"Muslim Town, Faisalabad",Faisalabad,5,6,14 Marla,N/A,https://www.zameen.com/Property/faisalabad_muslim_town_14_marla_like_new_1_5_storey_house_available_for_sale_in_muslim_town_1_sargodha_road_lasani_pulli-52998786-1156-1.html,"Phone Available, WhatsApp Available, Email Available",5 bedroom with Attached bathroom,Added: 3 weeks ago,house-593.html
5.45 Marla Double Story Lavish Styles House Available For Sale In Khayaban Garden Sargodha Road Faisalabad,PKR 2.5 Crore,"Khayaban Gardens, Faisalabad",Faisalabad,4,5,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_khayaban_gardens_5_45_marla_double_story_lavish_styles_house_available_for_sale_in_khayaban_garden_sargodha_road_faisalabad-52998787-4981-1.html,"Phone Available, WhatsApp Available, Email Available",5.45 Marla house for sale in khayab,Added: 3 weeks ago,house-594.html
7 Marla Double Storey Lavish House Available For Sale Eden Valley Canal Road Faisalabad,PKR 4.2 Crore,"Eden Valley - Block E, Eden Valley",Eden Valley,5,5,7 Marla,N/A,https://www.zameen.com/Property/eden_valley_eden_valley_-_block_e_7_marla_double_storey_lavish_house_available_for_sale_eden_valley_canal_road_faisalabad-52998790-19080-1.html,"Phone Available, WhatsApp Available, Email Available",7 Marla Luxury House For Sale in Ed,Added: 3 weeks ago,house-595.html
4.2 Marla Double Story House Available For Sale In University Town,PKR 1.45 Crore,"University Town, Faisalabad",Faisalabad,4,5,4 Marla,N/A,https://www.zameen.com/Property/faisalabad_university_town_4_2_marla_double_story_house_available_for_sale_in_university_town-52998794-5063-1.html,"Phone Available, WhatsApp Available, Email Available",4 Bedrooms With Attached Washrooms,Added: 3 weeks ago,house-596.html
3.5 Marla Brand New House For Sale,PKR 2 Crore,"Gulistan Colony - Block G, Gulistan Colony No 1",Gulistan Colony No 1,3,3,3 Marla,Titanium,https://www.zameen.com/Property/gulistan_colony_no_1_gulistan_colony_-_block_g_3_5_marla_brand_new_house_for_sale-53034880-4952-1.html,"Phone Available, WhatsApp Available, Email Available","Prime Location
 Underground Sewerag",Added: 3 weeks ago,house-597.html
3 Marla House For Sale In Ali Garden,PKR 75 Lakh,"Ali Garden, Faisalabad",Faisalabad,3,3,3 Marla,N/A,https://www.zameen.com/Property/faisalabad_ali_garden_3_marla_house_for_sale_in_ali_garden-52847079-10400-1.html,"Phone Available, WhatsApp Available, Email Available",3 Marla House For Sale In Ali Garde,Added: 4 weeks ago,house-598.html
5 Marla Beautiful House For Sale In Model City Having 3 Beds Double Hight Living 2 Livings 2 Kitchens,PKR 2.1 Crore,"Model City 1, Canal Road",Canal Road,3,4,5 Marla,N/A,https://www.zameen.com/Property/canal_road_model_city_1_5_marla_beautiful_house_for_sale_in_model_city_having_3_beds_double_hight_living_2_livings_2_kitchens-52946500-8590-1.html,"Phone Available, WhatsApp Available, Email Available",Your investment in 5 Marla property,Added: 4 weeks ago,house-599.html
5 Marla Double Storey Corner House For Sale In Eden Orchard Sargodha Road,PKR 2.05 Crore,"Eden Orchard, Faisalabad",Faisalabad,4,5,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_orchard_5_marla_double_storey_corner_house_for_sale_in_eden_orchard_sargodha_road-52581632-11162-1.html,"Phone Available, WhatsApp Available, Email Available",5 Marla brand new double story hous,Added: 20 hours ago,house-6.html
10 Marla Brand New House For Sale in Abdullah Gardens Canal Road,PKR 5.8 Crore,"Abdullah Gardens, East Canal Road",East Canal Road,5,6,10 Marla,N/A,https://www.zameen.com/Property/east_canal_road_abdullah_gardens_10_marla_brand_new_house_for_sale_in_abdullah_gardens_canal_road-53102123-4890-1.html,"Phone Available, WhatsApp Available, Email Available",10 Marla Brand New Luxury House For,Added: 5 days ago,house-60.html
5 Marla Brand New House For Sale In Model City,PKR 2.1 Crore,"Model City 1, Canal Road",Canal Road,3,4,5 Marla,N/A,https://www.zameen.com/Property/canal_road_model_city_1_5_marla_brand_new_house_for_sale_in_model_city-50584624-8590-1.html,"Phone Available, WhatsApp Available, Email Available",All kinds of properties are availab,Added: 4 weeks ago,house-600.html
5 Marla House For Sale In Eden Valley Very Near To Park And Main Road,PKR 2.15 Crore,"Eden Valley, Faisalabad",Faisalabad,3,4,5 Marla,N/A,https://www.zameen.com/Property/faisalabad_eden_valley_5_marla_house_for_sale_in_eden_valley_very_near_to_park_and_main_road-52697202-8917-1.html,"Phone Available, WhatsApp Available, Email Available",Fully-furnished spaces for sale don,Added: 4 weeks ago,house-601.html
"7 Marla New House Available For Sale in People,s Colony No 1 B Block Faisalabad",PKR 4.15 Crore,"Peoples Colony No 1, Faisalabad",Faisalabad,4,5,7 Marla,N/A,https://www.zameen.com/Property/faisalabad_peoples_colony_no_1_7_marla_new_house_available_for_sale_in_people_s_colony_no_1_b_block_faisalabad-52854530-535-1.html,"Phone Available, WhatsApp Available, Email Available",Beautiful House 7 Marla Available F,Added: 4 weeks ago,house-602.html
